"movie_odid","display_name","territory","release_date","total_box_office","currency","local_box_office","opening_weekend_revenue","opening_weekend_theaters","maximum_theaters","theatrical_engagements","average(High (F))","average(Low (F))","average(Precip (in.))","average(Normal High (F))","average(Normal Low (F))","average(Normal Precip (in.))","Opening Percentage"
396810100,"Crucible of the Vampire","United Kingdom",2/1/19 12:00 AM,1773,"£ - Pound Sterling",1354.0,1773,6,6,6,37.666666666666664,29.666666666666668,0.12,43.666666666666664,35.666666666666664,0.08666666666666667,100.0
396940100,"Planeta Singli 3","United Kingdom",2/15/19 12:00 AM,253591,"£ - Pound Sterling",197243.0,253591,141,141,141,56.666666666666664,37.0,0.0,44.0,35.666666666666664,0.0,100.0
397130100,"Yi wen ding qing","United Kingdom",2/15/19 12:00 AM,10396,"£ - Pound Sterling",8086.0,10396,13,13,13,56.666666666666664,37.0,0.0,44.0,35.666666666666664,0.0,100.0
397140100,"Kala Shah Kala","United Kingdom",2/15/19 12:00 AM,51155,"£ - Pound Sterling",703.0,904,1,1,1,56.666666666666664,37.0,0.0,44.0,35.666666666666664,0.0,1.7671781839507377
397170100,"Scotch: A Golden Dream","United Kingdom",3/3/19 12:00 AM,16887,"£ - Pound Sterling",12853.0,6426,22,22,38,53.0,43.0,0.12333333333333334,46.666666666666664,36.666666666666664,0.0,38.05294013146207
397720100,"The Lady Eve","United Kingdom",2/15/19 12:00 AM,12987,"£ - Pound Sterling",10101.0,12987,4,4,4,56.666666666666664,37.0,0.0,44.0,35.666666666666664,0.0,100.0
397730100,"9: Nine","United Kingdom",2/15/19 12:00 AM,4189,"£ - Pound Sterling",3258.0,4189,9,9,9,56.666666666666664,37.0,0.0,44.0,35.666666666666664,0.0,100.0
398740100,"High End Yaariyaan","United Kingdom",2/22/19 12:00 AM,12172,"£ - Pound Sterling",9315.0,12172,11,11,11,60.0,43.666666666666664,0.0,45.0,35.666666666666664,0.0,100.0
398760100,"LKG","United Kingdom",2/22/19 12:00 AM,13554,"£ - Pound Sterling",10373.0,13554,12,12,12,60.0,43.666666666666664,0.0,45.0,35.666666666666664,0.0,100.0
398770100,"Kumbalangi Nights","United Kingdom",2/22/19 12:00 AM,51453,"£ - Pound Sterling",39377.0,51453,71,71,71,60.0,43.666666666666664,0.0,45.0,35.666666666666664,0.0,100.0
398790100,"Tobol","United Kingdom",3/8/19 12:00 AM,2610,"£ - Pound Sterling",2006.0,2610,8,8,8,48.333333333333336,38.333333333333336,0.13333333333333333,47.666666666666664,36.666666666666664,0.0,100.0
398840100,"Northern Ballet Bite Sized Ballet: Elves and The Shoemaker","United Kingdom",2/22/19 12:00 AM,31009,"£ - Pound Sterling",23849.0,18797,145,145,196,60.0,43.666666666666664,0.0,45.0,35.666666666666664,0.0,60.61788513012352
398860100,"Badla","United Kingdom",3/8/19 12:00 AM,102385,"£ - Pound Sterling",78693.0,102385,34,34,34,48.333333333333336,38.333333333333336,0.13333333333333333,47.666666666666664,36.666666666666664,0.0,100.0
399140100,"Luka Chuppi","United Kingdom",3/1/19 12:00 AM,84543,"£ - Pound Sterling",63940.0,84543,39,39,39,53.0,44.666666666666664,0.0,46.666666666666664,36.333333333333336,0.06333333333333334,100.0
399220100,"Kodathi Samaksham Balan Vakeel","United Kingdom",3/1/19 12:00 AM,6692,"£ - Pound Sterling",5061.0,6692,17,17,17,53.0,44.666666666666664,0.0,46.666666666666664,36.333333333333336,0.06333333333333334,100.0
399630100,"Kobiety mafii 2","United Kingdom",3/1/19 12:00 AM,396010,"£ - Pound Sterling",299502.0,396010,251,251,251,53.0,44.666666666666664,0.0,46.666666666666664,36.333333333333336,0.06333333333333334,100.0
399740100,"Met Opera: La Fille Du Regiment","United Kingdom",3/1/19 12:00 AM,318610,"£ - Pound Sterling",240965.0,318610,202,202,202,53.0,44.666666666666664,0.0,46.666666666666664,36.333333333333336,0.06333333333333334,100.0
399760100,"Burning Men","United Kingdom",3/1/19 12:00 AM,2701,"£ - Pound Sterling",2076.0,1242,2,2,3,53.0,44.666666666666664,0.0,46.666666666666664,36.333333333333336,0.06333333333333334,45.9829692706405
399770100,"Ringu","United Kingdom",3/1/19 12:00 AM,14420,"£ - Pound Sterling",10906.0,14420,58,58,58,53.0,44.666666666666664,0.0,46.666666666666664,36.333333333333336,0.06333333333333334,100.0
399780100,"Ninety ML","United Kingdom",3/1/19 12:00 AM,6495,"£ - Pound Sterling",4912.0,6495,7,7,7,53.0,44.666666666666664,0.0,46.666666666666664,36.333333333333336,0.06333333333333334,100.0
399790100,"An Engineer Imagines","United Kingdom",3/1/19 12:00 AM,4968,"£ - Pound Sterling",3757.0,4968,5,5,5,53.0,44.666666666666664,0.0,46.666666666666664,36.333333333333336,0.06333333333333334,100.0
399920100,"Öldür Beni Sevgilim","United Kingdom",3/8/19 12:00 AM,5196,"£ - Pound Sterling",3994.0,5196,3,3,3,48.333333333333336,38.333333333333336,0.13333333333333333,47.666666666666664,36.666666666666664,0.0,100.0
400270100,"Notebook","United Kingdom",3/29/19 12:00 AM,11925,"£ - Pound Sterling",9150.0,11925,18,18,18,58.0,34.666666666666664,0.0,51.0,39.0,0.0,100.0
400360100,"Guddiyan Patole","United Kingdom",3/8/19 12:00 AM,27717,"£ - Pound Sterling",21303.0,27717,8,8,8,48.333333333333336,38.333333333333336,0.13333333333333333,47.666666666666664,36.666666666666664,0.0,100.0
400390100,"Guo Chun Tian","United Kingdom",3/22/19 12:00 AM,8594,"£ - Pound Sterling",6501.0,8594,12,12,12,53.0,46.333333333333336,0.006666666666666667,50.0,38.333333333333336,0.0,100.0
400930100,"Bolshoi Ballet: The Sleeping Beauty","United Kingdom",3/8/19 12:00 AM,230092,"£ - Pound Sterling",176849.0,230092,153,153,153,48.333333333333336,38.333333333333336,0.13333333333333333,47.666666666666664,36.666666666666664,0.0,100.0
401190100,"Fisherman's Friends","United Kingdom",3/15/19 12:00 AM,9594774,"£ - Pound Sterling",7435950.0,1533482,506,537,2819,53.333333333333336,45.333333333333336,0.14666666666666667,48.666666666666664,37.333333333333336,0.0,15.98247129114245
401340100,"Chaal Jeevi Laiye","United Kingdom",3/15/19 12:00 AM,9555,"£ - Pound Sterling",7196.0,9555,9,9,9,53.333333333333336,45.333333333333336,0.14666666666666667,48.666666666666664,37.333333333333336,0.0,100.0
401350100,"Kudiye Lahore Diye","United Kingdom",3/15/19 12:00 AM,41771,"£ - Pound Sterling",31458.0,41771,15,15,15,53.333333333333336,45.333333333333336,0.14666666666666667,48.666666666666664,37.333333333333336,0.0,100.0
401800100,"Children of the Snow Land","United Kingdom",3/15/19 12:00 AM,20022,"£ - Pound Sterling",15485.0,5920,1,1,5,53.333333333333336,45.333333333333336,0.14666666666666667,48.666666666666664,37.333333333333336,0.0,29.56747577664569
401810100,"RISE: The Story of Augustines","United Kingdom",3/15/19 12:00 AM,11291,"£ - Pound Sterling",8503.0,11291,2,2,2,53.333333333333336,45.333333333333336,0.14666666666666667,48.666666666666664,37.333333333333336,0.0,100.0
401820100,"Blue Note Records: Beyond The Notes","United Kingdom",3/14/19 12:00 AM,2621,"£ - Pound Sterling",1974.0,2621,1,1,1,53.0,44.333333333333336,0.29333333333333333,48.666666666666664,37.333333333333336,0.0,100.0
401830100,"Milan Talkies","United Kingdom",3/15/19 12:00 AM,1437,"£ - Pound Sterling",1082.0,1437,6,6,6,53.333333333333336,45.333333333333336,0.14666666666666667,48.666666666666664,37.333333333333336,0.0,100.0
402190100,"Kesari","United Kingdom",3/22/19 12:00 AM,210239,"£ - Pound Sterling",159046.0,210239,73,73,73,53.0,46.333333333333336,0.006666666666666667,50.0,38.333333333333336,0.0,100.0
402730100,"Trezviy voditel","United Kingdom",3/29/19 12:00 AM,3377,"£ - Pound Sterling",2591.0,3377,7,7,7,58.0,34.666666666666664,0.0,51.0,39.0,0.0,100.0
402830100,"Super Deluxe","United Kingdom",3/29/19 12:00 AM,15494,"£ - Pound Sterling",11909.0,491,3,13,16,58.0,34.666666666666664,0.0,51.0,39.0,0.0,3.1689686330192335
402850100,"Northern Ballet Bite Sized Ballets: Three Little Pigs","United Kingdom",3/22/19 12:00 AM,34211,"£ - Pound Sterling",27109.0,22394,130,130,164,53.0,46.333333333333336,0.006666666666666667,50.0,38.333333333333336,0.0,65.458478267224
403280100,"Met Opera: Die Walkure","United Kingdom",3/29/19 12:00 AM,229738,"£ - Pound Sterling",176278.0,229738,205,205,205,58.0,34.666666666666664,0.0,51.0,39.0,0.0,100.0
403300100,"Lucifer","United Kingdom",3/29/19 12:00 AM,192470,"£ - Pound Sterling",147682.0,192470,89,89,89,58.0,34.666666666666664,0.0,51.0,39.0,0.0,100.0
403510100,"Rabb Da Radio 2","United Kingdom",3/29/19 12:00 AM,624,"£ - Pound Sterling",479.0,624,1,1,1,58.0,34.666666666666664,0.0,51.0,39.0,0.0,100.0
403530100,"Airaa","United Kingdom",3/29/19 12:00 AM,6217,"£ - Pound Sterling",4770.0,6217,5,5,5,58.0,34.666666666666664,0.0,51.0,39.0,0.0,100.0
403900100,"Eaten by Lions","United Kingdom",3/29/19 12:00 AM,99176,"£ - Pound Sterling",78587.0,41569,93,93,152,58.0,34.666666666666664,0.0,51.0,39.0,0.0,41.91437444543035
403910100,"The Man Who Wanted to Fly","United Kingdom",3/29/19 12:00 AM,12777,"£ - Pound Sterling",9804.0,12777,5,5,5,58.0,34.666666666666664,0.0,51.0,39.0,0.0,100.0
403920100,"Winterlong","United Kingdom",3/29/19 12:00 AM,2498,"£ - Pound Sterling",1917.0,2498,1,1,1,58.0,34.666666666666664,0.0,51.0,39.0,0.0,100.0
403930100,"Kriminalas ekselences fonds","United Kingdom",3/29/19 12:00 AM,1911,"£ - Pound Sterling",1466.0,1911,14,14,14,58.0,34.666666666666664,0.0,51.0,39.0,0.0,100.0
